competitionId,competitionName,deadline,enabledDate,evaluationMetric,hostSegment,isKernelsSubmissionsOnly,maxDailySubmissions,maxTeamSize,mergerDeadline,newEntrantDeadline,rewardQuantity,rewardTypeName,totalTeams,awardsPoints,categories.tags
22040,hashcode-drone-delivery,2020-12-14,2020-09-08,PostProcessorKernelDesc,playground,TRUE,50,1,,,0,Knowledge,62,FALSE,"[{'fullPath': 'technique > optimization', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27optimization%27', 'id': 15002, 'fontAwesomeIcon': None, 'scriptCount': 209, 'description': None, 'datasetCount': 17, 'displayName': 'optimization', 'isInherited': False, 'tagUrl': '/tags/optimization', 'name': 'optimization', 'totalCount': 231, 'competitionCount': 5}, {'fullPath': 'topic > science and technology > internet', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27internet%27', 'id': 12116, 'fontAwesomeIcon': None, 'scriptCount': 201, 'description': 'An interconnected network of tubes that connects the entire world together. This tag covers a broad range of tags; anything from cryptocurrency to website analytics.', 'datasetCount': 4412, 'displayName': 'internet', 'isInherited': False, 'tagUrl': '/tags/internet', 'name': 'internet', 'totalCount': 4631, 'competitionCount': 18}]"
22122,conways-reverse-game-of-life-2020,2020-11-30,2020-09-01,PostProcessorKernel,playground,TRUE,10,5,2020-11-30,2020-11-30,0,Swag,105,FALSE,"[{'fullPath': 'topic > culture and humanities > games > board games', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27board games%27', 'id': 2501, 'fontAwesomeIcon': None, 'scriptCount': 22, 'description': 'A board game is a tabletop game that involves counters or pieces moved or placed on a pre-marked surface or ""board"", according to a set of rules.', 'datasetCount': 69, 'displayName': 'board games', 'isInherited': False, 'tagUrl': '/tags/board-games', 'name': 'board games', 'totalCount': 93, 'competitionCount': 2}, {'fullPath': 'topic > culture and humanities > games > video games > simulations', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27simulations%27', 'id': 16151, 'fontAwesomeIcon': None, 'scriptCount': 49, 'description': None, 'datasetCount': 26, 'displayName': 'Simulations', 'isInherited': False, 'tagUrl': '/tags/simulation-games', 'name': 'simulations', 'totalCount': 78, 'competitionCount': 3}]"
21733,contradictory-my-dear-watson,2030-07-01,2020-07-30,Categorization Accuracy,gettingStarted,TRUE,5,5,,,,Prizes,223,FALSE,"[{'fullPath': 'data type > text data', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27text data%27', 'id': 14104, 'fontAwesomeIcon': None, 'scriptCount': 899, 'description': None, 'datasetCount': 527, 'displayName': 'text data', 'isInherited': False, 'tagUrl': '/tags/text-data', 'name': 'text data', 'totalCount': 1460, 'competitionCount': 34}, {'fullPath': 'technique > classification > multiclass classification', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27multiclass classification%27', 'id': 14202, 'fontAwesomeIcon': None, 'scriptCount': 674, 'description': None, 'datasetCount': 321, 'displayName': 'multiclass classification', 'isInherited': False, 'tagUrl': '/tags/multiclass-classification', 'name': 'multiclass classification', 'totalCount': 1038, 'competitionCount': 43}]"
21755,gan-getting-started,2030-07-01,2020-08-28,PostProcessorKernel,gettingStarted,TRUE,5,5,,,,Prizes,160,FALSE,"[{'fullPath': 'data type > image data', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27image data%27', 'id': 14102, 'fontAwesomeIcon': None, 'scriptCount': 995, 'description': None, 'datasetCount': 1237, 'displayName': 'image data', 'isInherited': False, 'tagUrl': '/tags/image-data', 'name': 'image data', 'totalCount': 2317, 'competitionCount': 85}, {'fullPath': 'technique > neural networks > gan', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27gan%27', 'id': 13413, 'fontAwesomeIcon': None, 'scriptCount': 168, 'description': None, 'datasetCount': 36, 'displayName': 'GAN', 'isInherited': False, 'tagUrl': '/tags/gan', 'name': 'gan', 'totalCount': 206, 'competitionCount': 2}]"
21154,tpu-getting-started,2030-06-03,2020-06-18,Macro F-Score,gettingStarted,TRUE,5,5,,,,Knowledge,358,FALSE,"[{'fullPath': 'data type > image data', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27image data%27', 'id': 14102, 'fontAwesomeIcon': None, 'scriptCount': 995, 'description': None, 'datasetCount': 1237, 'displayName': 'image data', 'isInherited': False, 'tagUrl': '/tags/image-data', 'name': 'image data', 'totalCount': 2317, 'competitionCount': 85}, {'fullPath': 'technique > classification > multiclass classification', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27multiclass classification%27', 'id': 14202, 'fontAwesomeIcon': None, 'scriptCount': 674, 'description': None, 'datasetCount': 321, 'displayName': 'multiclass classification', 'isInherited': False, 'tagUrl': '/tags/multiclass-classification', 'name': 'multiclass classification', 'totalCount': 1038, 'competitionCount': 43}]"
17592,connectx,2030-01-01,2020-01-03,Connect X,gettingStarted,FALSE,2,5,,,,Knowledge,416,FALSE,[]
17777,nlp-getting-started,2030-01-01,2019-12-23,Mean F-Score,gettingStarted,FALSE,5,5,,,,Knowledge,1194,FALSE,"[{'fullPath': 'technique > classification > binary classification', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27binary classification%27', 'id': 14201, 'fontAwesomeIcon': None, 'scriptCount': 931, 'description': None, 'datasetCount': 182, 'displayName': 'binary classification', 'isInherited': False, 'tagUrl': '/tags/binary-classification', 'name': 'binary classification', 'totalCount': 1144, 'competitionCount': 31}, {'fullPath': 'data type > text data', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27text data%27', 'id': 14104, 'fontAwesomeIcon': None, 'scriptCount': 899, 'description': None, 'datasetCount': 527, 'displayName': 'text data', 'isInherited': False, 'tagUrl': '/tags/text-data', 'name': 'text data', 'totalCount': 1460, 'competitionCount': 34}]"
22806,halite-iv-playground-edition,2020-12-31,2020-09-23,Halite,playground,FALSE,5,5,,,,Knowledge,31,FALSE,[]
19059,predict-volcanic-eruptions-ingv-oe,2020-12-28,2020-10-12,Mean Absolute Error,playground,FALSE,5,5,2020-12-28,2020-12-28,,Swag,37,FALSE,"[{'fullPath': 'analysis > signal processing', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27signal processing%27', 'id': 13203, 'fontAwesomeIcon': None, 'scriptCount': 49, 'description': None, 'datasetCount': 40, 'displayName': 'signal processing', 'isInherited': False, 'tagUrl': '/tags/signal-processing', 'name': 'signal processing', 'totalCount': 93, 'competitionCount': 4}, {'fullPath': 'topic > earth and nature > earth science > geology', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27geology%27', 'id': 7203, 'fontAwesomeIcon': None, 'scriptCount': 12, 'description': 'Geology is an earth science concerned with the solid Earth, the rocks of which it is composed, and the processes by which they change over time', 'datasetCount': 232, 'displayName': 'geology', 'isInherited': False, 'tagUrl': '/tags/geology', 'name': 'geology', 'totalCount': 246, 'competitionCount': 2}, {'fullPath': 'topic > earth and nature > physical science > physics', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27physics%27', 'id': 7404, 'fontAwesomeIcon': None, 'scriptCount': 35, 'description': 'Physics is the natural science that involves the study of matter and its motion and behavior through space and time, along with related concepts such as energy and force.', 'datasetCount': 148, 'displayName': 'physics', 'isInherited': False, 'tagUrl': '/tags/physics', 'name': 'physics', 'totalCount': 187, 'competitionCount': 4}]"
20604,osic-pulmonary-fibrosis-progression,2020-10-06,2020-07-07,Laplace Log Likelihood,featured,TRUE,5,5,2020-09-29,2020-09-29,55000,USD,2097,TRUE,"[{'fullPath': 'topic > health and fitness > health > healthcare', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27healthcare%27', 'id': 4202, 'fontAwesomeIcon': None, 'scriptCount': 638, 'description': 'AI in healthcare is a growing interest. One of the major problems is simply converting research into an application. Should be easy, right?', 'datasetCount': 416, 'displayName': 'healthcare', 'isInherited': False, 'tagUrl': '/tags/healthcare', 'name': 'healthcare', 'totalCount': 1061, 'competitionCount': 7}, {'fullPath': 'data type > image data', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27image data%27', 'id': 14102, 'fontAwesomeIcon': None, 'scriptCount': 996, 'description': None, 'datasetCount': 1237, 'displayName': 'image data', 'isInherited': False, 'tagUrl': '/tags/image-data', 'name': 'image data', 'totalCount': 2318, 'competitionCount': 85}]"
22111,stanford-covid-vaccine,2020-10-06,2020-09-11,Mean Weighted Columnwise Root Mean Squared Error,research,FALSE,5,5,2020-10-02,2020-10-02,25000,USD,1636,TRUE,"[{'fullPath': 'topic > health and fitness > health > public health', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27public health%27', 'id': 4309, 'fontAwesomeIcon': None, 'scriptCount': 123, 'description': ""This tag contains datasets and kernels on things that affect the general health of the public. They include foodborne illness, dengue fever, immunization records, and all the other things that mean you have to get a shot at the doctor's office."", 'datasetCount': 552, 'displayName': 'public health', 'isInherited': False, 'tagUrl': '/tags/public-health', 'name': 'public health', 'totalCount': 676, 'competitionCount': 1}, {'fullPath': 'topic > earth and nature > biology', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27biology%27', 'id': 7100, 'fontAwesomeIcon': None, 'scriptCount': 125, 'description': 'Explore datasets and kernels about gene expressions, transcriptomics, and even the works of Charles Darwin.', 'datasetCount': 1638, 'displayName': 'biology', 'isInherited': False, 'tagUrl': '/tags/biology', 'name': 'biology', 'totalCount': 1769, 'competitionCount': 6}, {'fullPath': 'topic > science and technology > biotechnology', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27biotechnology%27', 'id': 12005, 'fontAwesomeIcon': None, 'scriptCount': 12, 'description': 'Biotechnology is the use of living systems and organisms to develop or make products.', 'datasetCount': 24, 'displayName': 'biotechnology', 'isInherited': False, 'tagUrl': '/tags/biotechnology', 'name': 'biotechnology', 'totalCount': 37, 'competitionCount': 1}, {'fullPath': 'topic > health and fitness > health > health conditions > diseases > covid19', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27covid19%27', 'id': 16575, 'fontAwesomeIcon': None, 'scriptCount': 1323, 'description': 'COVID-19 is a strain of coronavirus that first broke out in Wuhan, China in December 2019 and has since become a global pandemic', 'datasetCount': 925, 'displayName': 'Coronavirus', 'isInherited': False, 'tagUrl': '/tags/covid19', 'name': 'covid19', 'totalCount': 2256, 'competitionCount': 8}]"
19231,landmark-recognition-2020,2020-09-29,2020-07-29,GoogleGlobalAP,research,TRUE,5,5,2020-09-22,2020-09-22,25000,USD,736,TRUE,"[{'fullPath': 'technique > computer vision', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27computer vision%27', 'id': 13207, 'fontAwesomeIcon': None, 'scriptCount': 895, 'description': None, 'datasetCount': 402, 'displayName': 'Computer Vision', 'isInherited': False, 'tagUrl': '/tags/image-processing', 'name': 'computer vision', 'totalCount': 1304, 'competitionCount': 7}, {'fullPath': 'data type > image data', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27image data%27', 'id': 14102, 'fontAwesomeIcon': None, 'scriptCount': 996, 'description': None, 'datasetCount': 1237, 'displayName': 'image data', 'isInherited': False, 'tagUrl': '/tags/image-data', 'name': 'image data', 'totalCount': 2318, 'competitionCount': 85}]"
18011,halite,2020-09-22,2020-06-15,Halite,featured,FALSE,5,5,2020-09-08,2020-09-08,,Swag,1139,TRUE,"[{'fullPath': 'topic > culture and humanities > games > video games > simulations', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27simulations%27', 'id': 16151, 'fontAwesomeIcon': None, 'scriptCount': 49, 'description': None, 'datasetCount': 26, 'displayName': 'Simulations', 'isInherited': False, 'tagUrl': '/tags/simulation-games', 'name': 'simulations', 'totalCount': 78, 'competitionCount': 3}, {'fullPath': 'topic > culture and humanities > games > video games', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27video games%27', 'id': 2507, 'fontAwesomeIcon': None, 'scriptCount': 312, 'description': 'Video games were originally created to prevent people from going to college and getting good jobs. That back-fired and now we have data centers full of GPUs training models to tell the difference between cats and dogs. All thanks to gamers.', 'datasetCount': 1119, 'displayName': 'video games', 'isInherited': False, 'tagUrl': '/tags/video-games', 'name': 'video games', 'totalCount': 1434, 'competitionCount': 3}]"
19596,birdsong-recognition,2020-09-15,2020-06-15,Mean F-Score Beta,research,TRUE,2,5,2020-09-08,2020-09-08,25000,USD,1390,TRUE,"[{'fullPath': 'data type > audio data', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27audio data%27', 'id': 16072, 'fontAwesomeIcon': None, 'scriptCount': 92, 'description': 'In digital audio, the sound wave of the audio signal is encoded as numerical samples in continuous sequence. Ride that wave over to a dataset with this tag to analyze some audio!', 'datasetCount': 80, 'displayName': 'audio data', 'isInherited': False, 'tagUrl': '/tags/audio-data', 'name': 'audio data', 'totalCount': 174, 'competitionCount': 2}]"
19989,global-wheat-detection,2020-08-19,2020-05-04,RSNAObjectDetectionAP,research,TRUE,5,5,2020-07-28,2020-07-28,15000,USD,2245,TRUE,"[{'fullPath': 'topic > earth and nature > plants', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27plants%27', 'id': 7306, 'fontAwesomeIcon': None, 'scriptCount': 26, 'description': ""Datasets don't grow on trees but you will find plant-related datasets and kernels here."", 'datasetCount': 45, 'displayName': 'plants', 'isInherited': False, 'tagUrl': '/tags/plants', 'name': 'plants', 'totalCount': 77, 'competitionCount': 6}, {'fullPath': 'data type > image data', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27image data%27', 'id': 14102, 'fontAwesomeIcon': None, 'scriptCount': 996, 'description': None, 'datasetCount': 1237, 'displayName': 'image data', 'isInherited': False, 'tagUrl': '/tags/image-data', 'name': 'image data', 'totalCount': 2318, 'competitionCount': 85}]"
19233,landmark-retrieval-2020,2020-08-17,2020-06-30,PostProcessorKernelDesc,research,TRUE,5,5,2020-08-10,2020-08-10,25000,USD,541,TRUE,"[{'fullPath': 'data type > image data', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27image data%27', 'id': 14102, 'fontAwesomeIcon': None, 'scriptCount': 996, 'description': None, 'datasetCount': 1237, 'displayName': 'image data', 'isInherited': False, 'tagUrl': '/tags/image-data', 'name': 'image data', 'totalCount': 2318, 'competitionCount': 85}, {'fullPath': 'technique > computer vision', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27computer vision%27', 'id': 13207, 'fontAwesomeIcon': None, 'scriptCount': 895, 'description': None, 'datasetCount': 402, 'displayName': 'Computer Vision', 'isInherited': False, 'tagUrl': '/tags/image-processing', 'name': 'computer vision', 'totalCount': 1304, 'competitionCount': 7}]"
20270,siim-isic-melanoma-classification,2020-08-17,2020-05-27,Mean Columnwise Area Under Receiver Operating Characteristic Curve,featured,FALSE,5,5,2020-08-10,2020-08-10,30000,USD,3314,TRUE,"[{'fullPath': 'data type > image data', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27image data%27', 'id': 14102, 'fontAwesomeIcon': None, 'scriptCount': 996, 'description': None, 'datasetCount': 1237, 'displayName': 'image data', 'isInherited': False, 'tagUrl': '/tags/image-data', 'name': 'image data', 'totalCount': 2318, 'competitionCount': 85}]"
19205,open-images-object-detection-rvc-2020,2020-08-14,2020-05-19,OpenImagesObjectDetectionAP,playground,FALSE,5,,,2020-08-14,,Knowledge,89,FALSE,"[{'fullPath': 'data type > image data', 'listingUrl': '/competitions?sortBy=relevance&group=all&search=tag%3A%27image data%27', 'id': 14102, 'fontAwesomeIcon': None, 'scriptCount': 996, 'description': None, 'datasetCount': 1237, 'displayName': 'image data', 'isInherited': False, 'tagUrl': '/tags/image-data', 'name': 'image data', 'totalCount': 2318, 'competitionCount': 85}]"
